restaurant,name,category,calories,fat,carbs
IHOP,Split Decision Breakfast ,Breakfast,1170,75,80
IHOP,Big Two-Egg Breakfast ,Breakfast,880,50,80
IHOP,Pork Chops & Eggs ,Breakfast,1090,56,81
IHOP,"Create Your Own Viva La French Toast Combo, Strawberry ",Breakfast,1190,66,111
IHOP,"Belgian Waffle, Plain ",Breakfast,360,15,47
IHOP,SIMPLE & FIT Seasonal Fresh Fruit Crepes ,Breakfast,580,24,82
IHOP,"Pick-A-Pancake Combo, New York Cheesecake ",Breakfast,1130,59,119
IHOP,Three Eggs & Pancakes ,Breakfast,810,42,73
IHOP,Add Side of Scrapple ,Breakfast,360,23,22
IHOP,Add (2) Smoked Sausage Links ,Breakfast,460,41,5
IHOP,Chicken Florentine Crepes ,Breakfast,880,53,48
IHOP,Broccoli Cheese Soup ,Soups,340,23,19
IHOP,Philly Cheese Steak Stacker ,Sandwiches,780,39,55
IHOP,Bacon’N Beef™ Cheeseburger w/Bacon Patty ,Burgers,830,53,48
IHOP,Seasoned Fries ,French Fries,300,12,44
IHOP,Side Caesar Salad ,Salads,440,40,13
IHOP,Grilled Chicken Caesar Salad ,Salads,960,72,39
IHOP,House Salad ,Salads,90,3,15
IHOP,Country/Chicken Fried Steak Dinner w/Country Gravy ,Entrees,830,38,82
IHOP,Chicken Fried Chicken w/Sausage Gravy ,Entrees,750,37,77
IHOP,Broccoli Cheese Soup ,Soups,340,23,19
IHOP,Senior Mediterranean Lemon Chicken ,Entrees,760,42,59
IHOP,Add Strawberry Topping ,Kid's Meals,70,0,17
IHOP,"Apple Juice, 12 fl oz (Kid’s Cup) ",Drinks,150,0,36
IHOP,"Grapefruit Juice, Carafe ",Drinks,480,0,120
IHOP,"Milk Shake, Strawberry ",Shakes,480,24,57
IHOP,Hash Brown Crusted Chicken with Country Gravy ,Breakfast,840,48,60
IHOP,The Lorax's Breakfast with (2) Truffula Chip Pancakes ,Kid's Meals,1150,55,110
IHOP,Chicken Fajita Omelette,Breakfast,960,65,22
IHOP,International Omelette,Breakfast,740,53,19
IHOP,Seasonal Fresh Fruit,Breakfast,80,0,21
IHOP,Country/Chicken Fried Steak & Eggs w/Country Gravy ,Breakfast,1570,87,139
IHOP,Add Country/Chicken Fried Steak & Country Gravy,Breakfast,690,37,60
IHOP,Chorizo & Eggs ,Breakfast,1400,82,111
IHOP,Loco Moco ,Breakfast,1190,56,108
IHOP,South-of-the-Border Burrito ,Breakfast,1380,74,130
IHOP,French Toast ,Breakfast,640,36,59
IHOP,Strawberry Banana French Toast ,Breakfast,1060,45,135
IHOP,"International Crepe Passport, Nutella® ",Breakfast,1100,71,83
IHOP,German Crepes ,Breakfast,830,54,71
IHOP,Pancake Platter ,Breakfast,490,18,69
IHOP,Strawberry Banana Pancakes (4) ,Breakfast,760,17,137
IHOP,Loaded Potato & Bacon Soup ,Soups,430,29,30
IHOP,Chicken Noodle Soup ,Soups,170,5,18
IHOP,SIMPLE & FIT Simply Chicken Sandwich w/Fresh Fruit ,Sandwiches,500,10,65
IHOP,Bacon’N Beef™ Bacon Cheeseburger w/Beef Patty ,Burgers,860,55,47
IHOP,Chicken Noodle Soup ,Soups,170,5,18
IHOP,Appetizer Sampler ,Appetizers,1780,99,163
IHOP,SIMPLE & FIT Fruit Bowl ,Sides,130,0,33
IHOP,T-Bone Steak 10 oz ,Entrees,740,40,43
IHOP,Mediterranean Lemon Chicken ,Entrees,780,41,44
IHOP,Loaded Potato & Bacon Soup ,Soups,430,29,30
IHOP,"Ice Cream Sundae (Ice Cream, Whipped Topping & Cherry)",Desserts,300,20,26
IHOP,Fruit Crepe w/Blueberry Compote ,Desserts,480,21,66
IHOP,"Add Ice Cream, Vanilla, (1) scoop ",Desserts,90,5,10
IHOP,Rise ‘N Shine ,Breakfast,1080,61,105
IHOP,Senior Grilled Liver ,Entrees,790,42,74
IHOP,French Toast ,Kid's Meals,430,28,30
IHOP,Kraft® Macaroni & Cheese ,Kid's Meals,380,9,65
IHOP,"Flavored Coffee, French Vanilla ",Coffee,190,10,25
IHOP,"Cranberry Juice, 16 fl oz ",Drinks,230,0,58
IHOP,"Tomato Juice, 10 fl oz ",Drinks,50,0,10
IHOP,"Iced Tea, 16 fl oz ",Drinks,10,0,2
IHOP,Chicken & Waffles ,Entrees,1080,62,97
IHOP,Pipsqueak's Breakfast with (1) Rooty Tooty Bar-Ba-Looty Blueberry Cone Cake ,Kid's Meals,500,19,63
IHOP,Garden Omelette,Breakfast,840,66,18
IHOP,Corned Beef Hash & Cheese Omelette,Breakfast,990,72,30
IHOP,(3) CINN-A-STACK® Pancakes,Breakfast,690,23,106
IHOP,Sirloin Tips & Eggs ,Breakfast,1350,76,99
IHOP,Big Country Breakfast ,Breakfast,1130,62,104
IHOP,Chicken Fried Chicken & Eggs w/Sausage Gravy ,Breakfast,1300,73,107
IHOP,Add (3) Buttermilk Pancakes ,Breakfast,490,18,69
IHOP,Two Eggs & Two Buttermilk Pancakes ,Breakfast,560,31,49
IHOP,Stuffed French Toast Combo ,Breakfast,950,52,92
IHOP,Swedish Crepes ,Breakfast,930,61,78
IHOP,"Stuffed French Toast, Side Order ",Breakfast,450,19,60
IHOP,"Pick-A-Pancake Combo, Strawberry ",Breakfast,900,45,98
IHOP,Add (1) Country Style Ham Slice ,Breakfast,160,4,2
IHOP,New York Cheesecake Pancakes (4) ,Breakfast,1100,44,152
IHOP,Seasonal Fresh Fruit ,Sides,80,0,21
IHOP,Loaded Potato & Bacon Soup ,Soups,430,29,30
IHOP,Tuscan Chicken Griller ,Sandwiches,940,58,59
IHOP,Bacon’N Beef™ Bacon Cheeseburger w/Bacon Patty ,Burgers,900,58,48
IHOP,Loaded Potato & Bacon Soup ,Soups,430,29,30
IHOP,Crispy Chicken Strips & Fries ,Appetizers,1230,67,117
IHOP,SIMPLE & FIT Fresh Fruit & Yogurt Bowl ,Sides,320,3,73
IHOP,Chicken & Spinach Salad ,Salads,1600,118,72
IHOP,Maui-Style Crunchy Shrimp ,Entrees,720,27,95
IHOP,Top Sirloin Steak ,Entrees,810,38,48
IHOP,Baked Potato ,Sides,340,7,63
IHOP,Fruit Crepe w/Strawberry Topping ,Desserts,460,21,65
IHOP,Old-Fashioned Chocolate Cake ,Desserts,460,18,72
IHOP,Senior Two x Two x Two ,Breakfast,560,31,49
IHOP,Senior Grilled Chicken Breast ,Entrees,640,28,54
IHOP,Silver Five ,Kid's Meals,360,22,26
IHOP,Grilled Cheese Sandwich ,Kid's Meals,450,26,44
IHOP,"Cranberry Juice, 12 fl oz (Kid’s Cup) ",Drinks,160,0,41
IHOP,"Premium Orange Juice, Carafe ",Drinks,440,0,104
IHOP,"Iced Tea, 12 fl oz (Kid’s Cup) ",Drinks,5,0,2
IHOP,Bacon Wrapped Sirloin Steak & Eggs ,Breakfast,870,58,34
IHOP,Simple & Fit Veggie Omelette with Fresh Fruit ,Breakfast,320,10,40
IHOP,Rooty Tooty Bar-Ba-Looty Blueberry Cone Cake (1) ,Kid's Meals,330,7,59
IHOP,Spinach & Mushroom Omelette,Breakfast,910,70,24
IHOP,Omelet Add (2) Pork Sausage Links,Breakfast,180,16,1
IHOP,(3) Chocolate Chip Pancakes,Breakfast,550,19,85
IHOP,T-Bone Steak & Eggs 12 oz,Breakfast,1250,68,74
IHOP,Quick Two-Egg Breakfast ,Breakfast,1080,61,105
IHOP,Add (4) Bacon Strips ,Breakfast,150,12,1
IHOP,Add Top Sirloin Steak ,Breakfast,280,11,0
IHOP,"Create Your Own Viva La French Toast Combo, Whole Wheat ",Breakfast,900,45,88
IHOP,Strawberry Banana Danish Fruit Crepes ,Breakfast,970,57,106
IHOP,Cinnamon Swirl French Toast Combo ,Breakfast,1210,75,102
IHOP,"Pick-A-Pancake Combo, Harvest Grain ‘N Nut® ",Breakfast,1020,64,81
IHOP,Add (2) Canadian Style Bacon Slices ,Breakfast,120,5,2
IHOP,Add (2) Taylor Ham® Slices ,Breakfast,360,32,2
IHOP,Chocolate Chip Pancakes (4) ,Breakfast,720,24,112
IHOP,House Salad ,Salads,90,3,15
IHOP,1/2 Pot Roast Melt Sandwich ,Sandwiches,520,27,42
IHOP,Double BLT ,Sandwiches,660,45,39
IHOP,Bacon’N Beef™ Bacon & Egg Cheeseburger w/Bacon Patty ,Burgers,1010,66,50
IHOP,Seasonal Fresh Fruit ,Sides,80,0,21
IHOP,Chicken Fajita Quesadilla ,Appetizers,1070,59,70
IHOP,Crispy Chicken Salad w/Fried Chicken ,Salads,1460,95,93
IHOP,Chicken Fajita Salad ,Salads,790,44,49
IHOP,Grilled Tilapia Hollandaise ,Entrees,810,46,46
IHOP,Savory Pork Chops ,Entrees,620,23,41
IHOP,House Salad ,Salads,90,3,15
IHOP,"Senior Omelette, Plain w/Egg Substitute ",Breakfast,420,17,47
IHOP,Senior Smokehouse Combo ,Entrees,860,59,58
IHOP,Funny Face® (Chocolate) ,Kid's Meals,480,22,62
IHOP,Crispy Chicken Strips ,Kid's Meals,290,10,37
IHOP,"Coffee, Full Carafe ",Coffee,25,0,5
IHOP,"Apple Juice, Carafe ",Drinks,480,0,116
IHOP,"Premium Orange Juice, 12 fl oz (Kid’s Cup) ",Drinks,140,0,33
IHOP,Hot Chocolate ,Drinks,290,13,35
IHOP,Nutella Breakfast with (2) Bacon Strips ,Breakfast,930,55,82
IHOP,"Truffula Chip Pancakes, Full Order (4) ",Kid's Meals,770,19,127
IHOP,Colorado Omelette,Breakfast,1120,82,24
IHOP,"Avocado, Bacon & Cheese Omelette",Breakfast,840,65,17
IHOP,(3) Harvest Grain ‘N Nut® Pancakes,Breakfast,700,39,71
IHOP,T-Bone Steak & Eggs 16 oz,Breakfast,1250,58,73
IHOP,SIMPLE & FIT Two-Egg Breakfast ,Breakfast,350,8,48
IHOP,Chicken Fried Chicken & Eggs w/Country Gravy ,Breakfast,1240,69,105
IHOP,"Two Eggs, Hash Browns & Toast ",Breakfast,1080,61,105
IHOP,"Create Your Own Viva La French Toast Combo, CINN-A-STACK® ",Breakfast,1300,73,121
IHOP,Nutella® Crepes,Breakfast,910,48,109
IHOP,"Stuffed French Toast, Full Order ",Breakfast,900,39,120
IHOP,"Pick-A-Pancake Combo, Cinnamon Apple ",Breakfast,890,45,94
IHOP,Add Corned Beef Hash ,Breakfast,300,20,18
IHOP,Add Top Sirloin Steak ,Breakfast,280,11,0
IHOP,CINN-A-STACK® Pancakes (4) ,Breakfast,890,29,138
IHOP,Side Caesar Salad ,Salads,440,40,13
IHOP,1/2 Double BLT Sandwich ,Sandwiches,390,28,21
IHOP,Ham & Egg Melt ,Sandwiches,1070,56,77
IHOP,Bacon’N Beef™ Bacon & Egg Cheeseburger w/Beef Patty ,Burgers,970,63,48
IHOP,Dill Pickle Spear ,Sides,5,0,1
IHOP,Steak Fajita Quesadilla ,Appetizers,1060,61,71
IHOP,Crispy Chicken Salad w/Grilled Chicken ,Salads,1270,91,59
IHOP,Chicken Fajita Salad w/Avocado ,Salads,870,52,54
IHOP,SIMPLE & FIT Grilled Tilapia ,Entrees,490,23,27
IHOP,Smoked Sausage ,Entrees,830,64,40
IHOP,Garlic Bread ,Sides,150,8,15
IHOP,Senior Sampler ,Breakfast,780,51,57
IHOP,Senior Crispy Chicken Strips ,Entrees,900,49,87
IHOP,Funny Face® (Buttermilk) ,Kid's Meals,450,20,57
IHOP,Cheeseburger ,Kid's Meals,490,28,42
IHOP,"Cranberry Juice, 10 fl oz ",Drinks,130,0,33
IHOP,"Premium Orange Juice, 16 fl oz ",Drinks,190,0,46
IHOP,"Iced Tea, 10 fl oz ",Drinks,5,0,2
IHOP,Herbal Tea ,Drinks,0,0,2
IHOP,Nutella Breakfast with (2) Sausage Links ,Breakfast,1030,65,83
IHOP,"Truffula Chip Pancakes, Side Order (2) ",Kid's Meals,430,10,71
IHOP,Bacon Temptation Omelette,Breakfast,980,75,17
IHOP,(3) Cinnamon Apple Pancakes,Breakfast,510,13,86
IHOP,T-Bone Steak & Eggs 10 oz,Breakfast,1220,67,76
IHOP,Thick-Cut Bone-In Ham & Eggs ,Breakfast,1170,61,88
IHOP,Add (4) Pork Sausage Links ,Breakfast,350,32,3
IHOP,"Create Your Own Viva La French Toast Combo, Cinnamon Apple ",Breakfast,1180,66,109
IHOP,Belgian Waffle w/Butter ,Breakfast,420,23,47
IHOP,Cheese Blintzes ,Breakfast,1000,69,66
IHOP,"Pick-A-Pancake Combo, Strawberry Banana ",Breakfast,970,45,114
IHOP,Three Eggs & Pancakes w/Hash Browns ,Breakfast,1130,62,104
IHOP,Add Side of Spam® ,Breakfast,350,30,4
IHOP,Double Blueberry Pancakes (4) ,Breakfast,800,17,144
IHOP,Bacon & Cheddar Stuffed Crepes ,Breakfast,1130,82,43
IHOP,1/2 Turkey Sandwich ,Sandwiches,290,18,15
IHOP,Turkey & Bacon Club Sandwich ,Sandwiches,730,39,50
IHOP,Bacon’N Beef™ Cheeseburger w/Beef Patty ,Burgers,780,50,46
IHOP,Onion Rings ,Sides,620,34,70
IHOP,House Salad ,Salads,90,3,15
IHOP,"Grilled Chicken Caesar Salad, No Chicken ",Salads,870,71,39
IHOP,Side Caesar Salad ,Salads,440,40,13
IHOP,Country/Chicken Fried Steak Dinner w/Sausage Gravy ,Entrees,940,46,88
IHOP,Grilled Liver ,Entrees,810,39,63
IHOP,Side Caesar Salad ,Salads,440,40,13
IHOP,"Senior Omelette, Plain ",Breakfast,550,30,51
IHOP,Senior Rooty ,Entrees,370,22,25
IHOP,"Coffee, Cup ",Coffee,5,0,1
IHOP,"Apple Juice, 16 fl oz ",Drinks,210,0,51
IHOP,"Premium Orange Juice, 10 fl oz ",Drinks,110,0,26
IHOP,"Milk Shake, Vanilla ",Shakes,490,24,60
IHOP,Hash Brown Crusted Chicken with Sausage Gravy ,Breakfast,890,52,62
IHOP,The Lorax's Breakfast with (2) Buttermilk Pancakes ,Kid's Meals,1060,58,86
IHOP,Country Omelette,Breakfast,1140,80,50
IHOP,(3) New York Cheesecake Pancakes,Breakfast,850,34,118
IHOP,SIMPLE & FIT Veggie Omelette w/Fresh Fruit ,Breakfast,320,10,40
IHOP,Biscuits & Gravy Combo w/Sausage Gravy ,Breakfast,1530,103,105
IHOP,Add Biscuits with Sausage Gravy & (4) Pork Sausage Links ,Breakfast,900,62,63
IHOP,Add Flour Tortillas ,Breakfast,280,6,47
IHOP,Pigs In Blankets ,Breakfast,980,54,95
IHOP,"Create Your Own Viva La French Toast Combo, Blueberry ",Breakfast,1200,66,112
IHOP,Belgian Waffle Combo ,Breakfast,640,39,50
IHOP,"International Crepe Passport, German ",Breakfast,930,69,40
IHOP,"Pick-A-Pancake Combo, Chocolate Chip ",Breakfast,910,49,92
IHOP,SIMPLE & FIT Two x Two x Two ,Breakfast,400,12,48
IHOP,Add (1) Portuguese Sausage Link ,Breakfast,380,34,2
IHOP,Add (2) Pork Chops ,Breakfast,210,6,2
IHOP,Garden Stuffed Crepes ,Breakfast,1050,75,51
IHOP,Chicken Tortilla Soup ,Soups,190,7,23
IHOP,Broccoli Cheese Soup ,Soups,340,23,19
IHOP,Patty Melt ,Sandwiches,920,66,42
IHOP,Monster Bacon’N Beef™ Cheeseburger w/Beef Patty ,Burgers,1190,80,46
IHOP,Broccoli Cheese Soup ,Soups,340,23,19
IHOP,Wings ,Appetizers,680,44,15
IHOP,Thick-Cut Bone-In Ham Dinner ,Entrees,680,25,73
IHOP,Chicken Fried Chicken w/Country Gravy ,Entrees,690,33,74
IHOP,Chicken Tortilla Soup ,Soups,190,7,23
IHOP,"Ice Cream, Chocolate, (1) scoop ",Desserts,90,4,11
IHOP,"Add Ice Cream, Chocolate, (1) scoop ",Desserts,90,4,11
IHOP,Senior Pot Roast ,Entrees,630,31,72
IHOP,Rooty Jr.® ,Kid's Meals,370,22,25
IHOP,Add Hot Fudge ,Kid's Meals,190,9,26
IHOP,"Apple Juice, 10 fl oz ",Drinks,120,0,29
IHOP,"Grapefruit Juice, 16 fl oz ",Drinks,210,0,53
IHOP,"Milk Shake, Chocolate ",Shakes,480,24,57
IHOP,Bacon & Cheddar Hash Brown Stack with Fresh Fruit ,Breakfast,770,49,57
IHOP,The Lorax's Breakfast with (1) Rooty Tooty Bar-Ba-Looty Blueberry Cone Cake ,Kid's Meals,1050,52,99
IHOP,"Create Your Own Omelette, Plain",Breakfast,440,32,10
IHOP,(3) Original Buttermilk Pancakes,Breakfast,490,18,69
IHOP,Seasoned Hash Browns,Breakfast,320,20,31
IHOP,Country/Chicken Fried Steak & Eggs w/Sausage Gravy ,Breakfast,1680,95,145
IHOP,Add Biscuits with Country Gravy and (4) Pork Sausage Links ,Breakfast,850,58,60
IHOP,Corned Beef Hash & Eggs ,Breakfast,1110,61,91
IHOP,Machaca ,Breakfast,1270,90,60
IHOP,Top Sirloin Steak & Eggs ,Breakfast,1090,53,73
IHOP,Two-Egg Cheese Omelette w/Two Buttermilk Pancakes ,Breakfast,780,49,52
IHOP,SIMPLE & FIT Whole Wheat French Toast Combo ,Breakfast,490,15,56
IHOP,"International Crepe Passport, Swedish ",Breakfast,1030,77,48
IHOP,"Pick-A-Pancake Combo, Original Buttermilk ",Breakfast,880,50,80
IHOP,Rooty Tooty Fresh ‘N Fruity® ,Breakfast,750,45,51
IHOP,Harvest Grain ‘N Nut® Pancakes (4) ,Breakfast,920,49,95
IHOP,Chicken Noodle Soup ,Soups,170,5,18
IHOP,New England Clam Chowder ,Soups,460,34,25
IHOP,Pot Roast Melt ,Sandwiches,1040,53,82
IHOP,Bacon’N Beef™ Mega Mushroom Burger w/Bacon Patty ,Burgers,970,65,52
IHOP,New England Clam Chowder ,Soups,460,34,25
IHOP,Monster Mozza Sticks ,Appetizers,770,38,68
IHOP,T-Bone Steak 12 oz ,Entrees,760,41,40
IHOP,SIMPLE & FIT Grilled Balsamic-Glazed Chicken ,Entrees,440,22,25
IHOP,Chicken Noodle Soup ,Soups,170,5,18
IHOP,Add Hot Fudge ,Desserts,190,9,26
IHOP,Fruit Crepe w/Cinnamon Apple Compote ,Desserts,390,21,45
IHOP,"Add Ice Cream, Chocolate, (1) scoop ",Desserts,90,4,11
IHOP,Senior French Toast ,Breakfast,640,36,59
IHOP,Senior Pork Chop ,Entrees,610,27,55
IHOP,Cheese Omelette ,Kid's Meals,520,35,27
IHOP,Jr. Fish ,Kid's Meals,150,3,7
IHOP,"Flavored Coffee, Swiss Mocha ",Coffee,220,10,30
IHOP,"Cranberry Juice, Carafe ",Drinks,520,0,132
IHOP,"Tomato Juice, 12 fl oz (Kid’s Cup) ",Drinks,60,0,13
IHOP,"Sweet Tea, 10 fl oz ",Drinks,80,0,19
IHOP,Cheesy Western Omelette with Pancakes ,Breakfast,1330,77,89
IHOP,Pipsqueak's Breakfast with (1) Truffula Chip Pancake ,Kid's Meals,430,17,46
IHOP,"Create Your Own Omelette, Plain w/Egg Substitute",Breakfast,140,4,2
IHOP,(3) Strawberry Pancakes,Breakfast,520,13,87
IHOP,"SIMPLE & FIT Spinach, Mushroom & Tomato Omelette w/Fresh Fruit",Breakfast,330,12,31
IHOP,Smokehouse Combo ,Breakfast,1340,91,84
IHOP,Big Country Breakfast ,Breakfast,1130,62,104
IHOP,Eggs Benedict ,Breakfast,1020,57,80
IHOP,Migas ,Breakfast,1140,83,57
IHOP,Classic Skillets ,Breakfast,1460,97,102
IHOP,"Create Your Own Viva La French Toast Combo, Original ",Breakfast,1170,71,93
IHOP,CINN-A-STACK® French Toast ,Breakfast,1120,54,126
IHOP,"International Crepe Passport, Strawberry Banana Danish ",Breakfast,1000,67,68
IHOP,"Pick-A-Pancake Combo, CINN-A-STACK® ",Breakfast,1010,51,109
IHOP,SIMPLE & FIT Blueberry Harvest Grain ‘N Nut® Combo ,Breakfast,560,23,64
IHOP,Original Buttermilk Pancakes (5) ,Breakfast,770,25,115
IHOP,New England Clam Chowder ,Soups,460,34,25
IHOP,Minestrone Soup ,Soups,170,2,28
IHOP,Bacon Cheddar Chicken Sandwich ,Sandwiches,930,61,47
IHOP,Bacon’N Beef™ Mega Mushroom Burger w/Beef Patty ,Burgers,920,62,50
IHOP,Minestrone Soup ,Soups,170,2,28
IHOP,Onion Rings ,Appetizers,1250,69,140
IHOP,T-Bone Steak 16 oz ,Entrees,760,31,39
IHOP,Crispy Chicken Strips ,Entrees,1010,56,89
IHOP,New England Clam Chowder ,Soups,460,34,25
IHOP,Add Strawberry Topping ,Desserts,70,0,17
IHOP,Crispy Strawberry Banana Cheesecake ,Desserts,580,27,77
IHOP,SIMPLE & FIT Senior Buttermilk Pancakes (3) ,Breakfast,490,18,69
IHOP,Senior Smoked Sausage Dinner ,Entrees,750,52,53
IHOP,Baby Cakes ,Kid's Meals,210,6,25
IHOP,Jr. Fresh Fruit Dish ,Kid's Meals,80,0,21
IHOP,Splashberry ,Drinks,140,0,35
IHOP,"Grapefruit Juice, 10 fl oz ",Drinks,120,0,30
IHOP,"Tomato Juice, 16 fl oz ",Drinks,90,0,18
IHOP,"Sweet Tea, 12 fl oz (Kid's Cup) ",Drinks,100,0,26
IHOP,Cheesy Western Omelette with Fresh Fruit ,Breakfast,950,62,41
IHOP,Pipsqueak's Breakfast with (1) Buttermilk Pancake ,Kid's Meals,370,21,27
IHOP,Big Steak Omelette,Breakfast,1220,82,54
IHOP,(3) Strawberry Banana Pancakes,Breakfast,600,13,109
IHOP,SIMPLE & FIT Turkey Bacon Omelette w/Fresh Fruit,Breakfast,420,20,25
IHOP,Biscuits & Gravy Combo w/Country Gravy ,Breakfast,1420,95,99
IHOP,Add Country/Chicken Fried Steak & Sausage Gravy ,Breakfast,800,45,65
IHOP,Huevos Rancheros ,Breakfast,1110,65,83
IHOP,Migas with Chorizo ,Breakfast,1400,103,59
IHOP,"Create Your Own Viva La French Toast Combo, Strawberry Banana ",Breakfast,1210,66,116
IHOP,Original French Toast ,Breakfast,920,50,88
IHOP,"International Crepe Passport, Fresh Fruit ",Breakfast,860,50,69
IHOP,"Pick-A-Pancake Combo, Double Blueberry ",Breakfast,1020,45,124
IHOP,Two x Two x Two ,Breakfast,560,31,49
IHOP,Add (2) Pork Sausage Patties ,Breakfast,300,27,0
IHOP,"Original Buttermilk Pancakes, Short Stack (3) ",Breakfast,490,18,69
IHOP,Minestrone Soup ,Soups,170,2,28
IHOP,Chicken Tortilla Soup ,Soups,190,7,23
IHOP,Chicken Clubhouse Super Stacker ,Sandwiches,1180,81,55
IHOP,Monster Bacon’N Beef™ Cheeseburger w/Bacon Patty ,Burgers,1270,86,49
IHOP,Chicken Tortilla Soup ,Soups,190,7,23
IHOP,Seasoned Fries ,Appetizers,590,24,87
IHOP,Sirloin Steak Tips Dinner ,Entrees,800,40,69
IHOP,French Onion Pot Roast ,Entrees,790,39,73
IHOP,Minestrone Soup ,Soups,170,2,28
IHOP,"Ice Cream, Vanilla, (1) scoop ",Desserts,90,5,10
IHOP,"Add Ice Cream, Vanilla, (1) scoop ",Desserts,90,5,10
IHOP,Senior Grilled Tilapia Hollandaise ,Entrees,780,46,58
IHOP,Create-A-Face Pancake ,Kid's Meals,410,10,71
IHOP,"Kid’s Ice Cream Sundae (Ice Cream, Whipped Topping & Cherry) ",Kid's Meals,130,7,13
IHOP,Tropical Island Twist ,Drinks,180,0,47
IHOP,"Grapefruit Juice, 12 fl oz (Kid’s Cup) ",Drinks,150,0,38
IHOP,"Tomato Juice, Carafe ",Drinks,200,0,40
IHOP,"Sweet Tea, 16 fl oz ",Drinks,120,0,32
IHOP,Bacon & Cheddar Hash Brown Stack with Pancakes ,Breakfast,1020,61,83
IHOP,Mac 'N Cheese & Truffula Trees ,Kid's Meals,400,9,68
In-N-Out Burger,Cheeseburger - Protein® Style (Bun replaced with Lettuce) ,Burgers,330,25,11
In-N-Out Burger,French Fries ,French Fries,395,18,54
In-N-Out Burger,Hamburger w/Onion ,Burgers,390,19,39
In-N-Out Burger,Chocolate Shake ,Shakes,590,29,72
In-N-Out Burger,Double-Double® w/Onion,Burgers,670,41,39
In-N-Out Burger,Cheeseburger w/Mustard & Ketchup Instead of Spread,Burgers,400,18,41
In-N-Out Burger,Double-Double® w/Mustard & Ketchup Instead of Spread,Burgers,590,32,41
In-N-Out Burger,Double-Double® - Protein® Style (Bun replaced with Lettuce) ,Burgers,520,39,11
In-N-Out Burger,Hamburger - Protein® Style (Bun replaced with Lettuce) ,Burgers,240,17,11
In-N-Out Burger,Strawberry Shake ,Shakes,590,27,81
In-N-Out Burger,Hamburger w/Mustard & Ketchup Instead of Spread,Burgers,310,10,41
In-N-Out Burger,Vanilla Shake ,Shakes,580,31,67
In-N-Out Burger,Cheeseburger w/Onion ,Burgers,480,27,39
Jack in the Box,Hamburger Deluxe,Burgers,340,16,33
Jack in the Box,Hamburger Deluxe with Cheese,Burgers,420,23,34
Jack in the Box,Sourdough Ultimate Cheeseburger™,Burgers,870,63,38
Jack in the Box,Fish and Chips (Seasonal) w/ large French Fries,Seafood,990,50,112
Jack in the Box,Chicken Club Salad w/ Grilled Chicken Strips**,Salads,370,20,13
Jack in the Box,Egg Roll 1 pc.,Sides,150,7,15
Jack in the Box,"Seasoned Curly Fries, large",French Fries,580,34,63
Jack in the Box,Hashbrown Sticks 5 pc.,Breakfast,280,19,26
Jack in the Box,Steak & Egg Burrito (no salsa),Breakfast,810,50,55
Jack in the Box,"Iced Coffee, Caramel (regular) 24 fl oz.",Coffee,160,3,28
Jack in the Box,New York Style Cheesecake,Desserts,310,17,32
Jack in the Box,"Chicken Strips, Crispy 2 pc.",Kid's Meals,280,12,26
Jack in the Box,Big Cheeseburger,Burgers,570,34,43
Jack in the Box,Grilled Chicken Strips w/ Teriyaki Dipping Sauce,Chicken,310,8,16
Jack in the Box,Hamburger Deluxe,Burgers,340,16,33
Jack in the Box,Sourdough Steak Melt,Burgers,650,38,38
Jack in the Box,Fish and Chips (Seasonal) w/ medium French Fries,Seafood,830,43,90
Jack in the Box,Chicken Club Salad w/ Crispy Chicken Strips**,Salads,520,28,37
Jack in the Box,Chiquita® Apple Bites with Caramel,Sides,70,0,17
Jack in the Box,"Seasoned Curly Fries, medium",French Fries,430,25,46
Jack in the Box,French Toast Sticks 4 pc.,Breakfast,600,33,68
Jack in the Box,Supreme Croissant,Breakfast,450,27,32
Jack in the Box,"Flavored Iced Tea, Raspberry 24 fl oz.",Drinks,80,0,21
Jack in the Box,Mini Churros 10 pc.,Desserts,690,37,84
Jack in the Box,Breakfast Jack®,Kid's Meals,280,11,30
Jack in the Box,Beef Taco (2 Tacos),Tacos,390,22,33
Jack in the Box,Side Salad,Salads,20,0,4
Jack in the Box,"Smoothie, Strawberry Banana 16 oz.",Shakes,290,0,73
Jack in the Box,Sirloin Cheeseburger,Burgers,900,60,52
Jack in the Box,Chicken Sandwich,Chicken,410,21,42
Jack in the Box,Jack’s Spicy Chicken® w/ Cheese,Sandwiches,610,26,61
Jack in the Box,Southwest Chicken Salad w/ Grilled Chicken Strips**,Salads,350,15,29
Jack in the Box,"French Fries, large",French Fries,610,28,83
Jack in the Box,"Bacon, Egg & Cheese Biscuit",Breakfast,430,25,35
Jack in the Box,Sausage Biscuit,Breakfast,460,30,35
Jack in the Box,Kona Classic® Coffee (decaf) 16 fl oz.,Coffee,10,0,2
Jack in the Box,"Smoothie, Strawberry 24 fl oz.",Shakes,400,0,99
Jack in the Box,"Shake, Oreo® Cookie w/ Whipped Topping 24 oz.",Shakes,1170,61,134
Jack in the Box,French Toast Sticks 2 pc.,Kid's Meals,300,16,34
Jack in the Box,Hamburger Deluxe,Burgers,340,16,33
Jack in the Box,Chicken Fajita Pita made w/ Whole Grain (no salsa),Chicken,320,11,33
Jack in the Box,Bacon Ultimate Cheeseburger™,Burgers,920,63,45
